review,terms
which be leaps and bounds ahead of pc in my opinion,
have not yet needed any customer support with this yet so to me that be a great thing,customer support
thinking about returning it,
hated that it have no cd drive to at least play cd when i wanted to listen to music and do schoolwork,cd drive
i gave it to my daughter because i just hated the screen,screen
it runs very quiet too which be a plus,runs
but it have a major design flaw,design
i began to have problems with it,
i took the laptop home and not even a month later,
and hard to carry because of the size,size
bulky,
it be heavy,
that be my first apple product and since then i have been incredibly happy with every product of theirs i have bought,
i tried turning it done but it did nothing,
and always loads,
it be super fast,
the games included be very good games,"games,games"
thats an amazing life spanned an electronic,life
this computer will last you at least 7 years,
i bought mine from apple store the day it be released as amazon did not have it yet,
i have something else go wrong and they said it have to be in good working order to be able to buy the warranty,warranty
the whole experiece be horrible so save up and buy a better laptop,
i just bought this laptop 3 days ago,
i be very pleased with my purchase,
sometimes you really have to tap the pad to get it to worki,pad
it super fast and a great value for the price,"value,price"
the mac book have advantages over pcs with linux based os there be very few problems with system performance when it comes to a mac,"system performance,linux based os"
three,
a mac be very easy to use and it simply makes sense,use
emachines cannot be made entirely to blame for this computer woes,
of course,
i may have inadvertently thrown out one of the batteries with the shipping carton,"batteries,shipping carton"
however,
love it so far,
it be so much easier to use,use
there be no need to open a program first and the cliick open or import,program
you could say your mac could become your best friend no intention of replacing rover your dog ,
in short,
it be a bad experience but i played down its importance,
