review,terms
acer be no help and garmin could not determine the problem after spending about 2 hours with me ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i wish the volume could be louder and the mouse didnt break after only a month,"O,O,BB,B,EB,O,O,O,BB,B,EB,O,O,O,O,O"
and the touchpad be very responsive,"O,BB,B,EB,O,O"
i play a lot of casual games online,"O,O,O,O,O,O,O,O"
it still a very new laptop but in comparison to my previous laptops and desktops,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my mac boots up noticeably quicker,"O,BB,B,I,EI,O"
granted,O
it caught a virus that completely wiped out my hard drive in a matter of hours,"O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O"
would pay more for it if i have too,"O,O,O,O,O,O,O,O,O"
could not keep a page up you be working on,"O,O,O,O,O,O,O,O,O,O"
but somehow a bit more sturdy,"O,O,O,O,O,O"
it be everything i would hoped it would be from a look and feel standpoint,"O,O,O,O,O,O,O,O,O,O,BB,B,I,I,I"
the only fact i dont like about apples be they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,BB,B,EB,O,O,BB,B,I,EI,O,O,O,O,O,O"
and the fingerprint reader driver would be there,"O,BB,B,I,I,EI,O,O"
but the software would hang after installation be 1 2 way done,"O,BB,B,EB,O,O,O,O,O,O,O,O"
the bluetooth be not there at all,"BB,B,EB,O,O,O,O"
display,B
speed,B
great battery,"BB,B"
i would not recommend this product to anyone,"O,O,O,O,O,O,O,O"
i like to use it at the race track to handiecap the horse races,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i be given a mac as a birthday present and could not be happier with it 3 years later,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and i would not hesitate to purchase this laptop again,"O,O,O,O,O,O,O,O,O,O"
the delivery be fast,"BB,B,EB,O"
i have been impressed with the battery life and the performance for such a small amount of memory,"O,O,O,O,O,BB,B,I,EI,BB,B,EB,O,O,O,O,BB,B"
do a quick search on the internet see if im the only one,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i be extremely happy with my purchase as i now have the portable power i have been looking for,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
including the replacements for microsoft office,"O,O,O,BB,B,I"
it applications be terrific,"BB,B,EB,O"
appearance,B
cooling system,"B,I"
etc,O
graphics card,"B,I"
they improved nothing else such as resolution,"O,O,O,O,O,BB,B"
mind you this be my means of communication with my fiance who be deployed but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,BB,B,EB,O,O,O"
i got it back and my built-in webcam and built-in mic be shorting out anytime i touched the lid,"O,O,O,O,O,BB,B,I,BB,B,B,EI,O,O,O,O,O,O,O"
is this partially due to the fact that it be running windows vista ,"O,O,O,O,O,O,O,O,O,O,BB,B,I"
and have have more than 2 dozens laptops in the past 15 years,"O,O,O,O,O,O,O,O,O,O,O,O,O"
and none gets this hot,"O,O,O,O,O"
but i be a gadget lover,"O,O,O,O,O,O"
i be new in this game,"O,O,O,O,O,O"
that fast,"O,O"
you might think,"O,O,O"
i be informed that i need to call some 0900 number first,"O,O,O,O,O,O,O,O,O,O,O,O"
i really wanted a mac over a pc because i used a mac in high school,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1 payed 2200 for a premium laptop,"O,O,O,O,O,O,O"
i bought them for my college age grandchildren and these macs be totally reliable and support their class work 100 of the time,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the board have a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues,"BB,B,EB,O,BB,B,EB,BB,B,I,EI,O,BB,B,EB,BB,B,I,EI,O,O,O"
do not purchase this laptop,"O,O,O,O,O"
yes its abit slow now but still works well and i hooked to my ethernet,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,BB,B"
my dad have one of the very first toshibas ever made,"O,O,O,O,O,O,O,O,O,O,O"
mostly i love the drag and drop feature,"O,O,O,BB,B,I,I,I"
and if the fancy webcam breaks guess who you have to send it to to get it fixed ,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O"
oh yeah,"O,O"
she brought out 2 other identical netbooks and still insist that it be like that one ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
which saved me the sales tax i would have incurred buying locally,"O,O,O,BB,B,I,EI,O,O,O,O,O"
i ordered through macmall,"O,O,O,O"
very fast and efficient,"O,O,O,O"
and imovie,"BB,B"
garageband,B
i also have several great software packages that came for free including iwork,"O,O,O,O,BB,B,I,EI,O,O,O,BB,B"
of course,"O,O"
being virus-resistant be a huge plus,"O,O,O,O,O,O"
the screen be very large and crystal clear with amazing colors and resolution,"BB,B,EB,O,O,O,O,O,O,BB,B,EB,B"
the monitor have completely died,"BB,B,EB,O,O"
after a little more than a year of owning my macbook pro,"O,O,O,O,O,O,O,O,O,O,O,O"
hp be a nasty word,"O,O,O,O,O"
in my house,"O,O,O"
but keep in mind that apple started it all,"O,O,O,O,O,O,O,O,O"
the brand of itunes have just become ingrained in our lexicon now,"O,O,BB,B,EB,O,O,O,O,O,O,O"
they offer a discount which helps,"O,O,O,O,O,O"
by the way teachers,"O,O,O,O"
now he mows yards so he can earn the money for the wireless internet,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i still see the benefits of a pc when i do not know how to do something on my mac,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i know 13 be small especially for a desktop replacement but with an external monitor,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
who cares,"O,O"
size ,B
the base installation comes with some toshiba-specific software that may or may not be to a user liking,"BB,B,I,EI,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O"
additional caveat ,"O,O"
it be held in place magnetically,"O,O,O,O,O,O"
taking it back to best buy i found that a tiny plastic piece inside have broken manuf issue ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB"
i can always buy and install one easy,"O,O,O,O,O,O,O,O"
it have no camera but,"O,O,BB,B,EB"
much brighter than my powerbook and very crisp,"O,O,O,O,O,O,O,O"
the display be incredibly bright,"BB,B,EB,O,O"
we be pc users,"O,O,O,O"
the amd turin processor seems to always perform so much better than intel,"BB,B,I,I,EI,O,O,O,O,O,O,BB,B"
after that the said it be under warranty,"O,O,O,O,O,O,BB,B"
the start menu be not the easiest thing to navigate due to the stacking,"BB,B,I,EI,O,O,O,O,BB,B,EB,O,O,O"
only thing i would want to add to this be an internal bluray read write drive,"O,O,O,O,O,O,O,O,O,O,O,BB,B,I,I,I"
i would never recomend it to another person,"O,O,O,O,O,O,O,O"
this computer be awful,"O,O,O,O"
the service tech said he have tried to duplicate the damage and be not able to recreate it therefore it have to be their defect,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
eventually i got a new or repaired machine approximately 3 weeks later,"O,O,O,O,O,O,O,O,O,O,O,O"
the tech store i purchased this from sent it back,"BB,B,I,EI,O,O,O,O,O,O"
but unfortunately it be before the days of wireless internet,"O,O,O,O,O,O,O,O,O,O"
i loved it then,"O,O,O,O"
really like the textured surface which shows no fingerprints,"O,O,O,BB,B,EB,O,O,O"
not will i buy gateway,"O,O,O,O,O"
or emachine as they be all from the same company,"O,O,O,O,O,O,O,O,O,O"
i will never again buy another acer,"O,O,O,O,O,O,O"
the screen be bright and the keyboard be nice,"BB,B,EB,O,O,BB,B,EB,O"
it have held up well over the years and it fits my needs very well,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i look forward to years of use,"O,O,O,O,O,O,O"
im very happy with this computer,"O,O,O,O,O,O"
but the machine be awesome and ilife be great and i love snow leopard x,"O,O,O,O,O,BB,B,EB,O,O,O,BB,B,I,I"
however,O
high price tag,"BB,B,I"
but it be easily picked up if you be familiar with a pc,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i thought learning the mac os would be hard,"O,O,O,BB,B,I,EI,O,O"
my kids have to take their pcs in once a year to have them de-bugged ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and i have to reduce the sound output quality to fm as opposed to the default cd,"O,O,O,O,O,BB,B,I,I,EI,O,O,O,EI,BB,O,O"
i have static in the output,"O,O,O,O,O,O"
it be a laugh too,"O,O,O,O,O"
i have a laptob and a desktop,"O,O,O,O,O,O,O"
i have been very pleased with it,"O,O,O,O,O,O,O"
since i purchased my toshiba netbook,"O,O,O,O,O,O"
i bought my macbook a few months ago and it have been my baby ever since,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
that be how it be able to function better than any other pc,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i custom ordered the machine from hp and could not understand the techie due to his accent,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O"
it be easy to use and lightweight,"O,O,O,BB,B,EB,O"
i went to toshiba online help and found some suggestions to fix it,"O,O,BB,B,I,I,EI,O,O,O,O,O,O"
it be a bit heavy,"O,O,O,O,O"
after trying to get some help he disconnected on me,"O,O,O,O,O,O,O,O,O,O"
they also have a longer service life than other computers i have several friends who still use the older apple powerbooks ,"O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O"
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,BB,B"
this laptop be a great price and have a sleek look,"O,O,O,O,BB,B,EB,O,O,BB,B"
i especially like the keyboard which have chiclet type keys,"O,O,O,BB,B,EB,O,O,BB,B"
small screen somewhat limiting but great for travel,"BB,B,EB,O,O,O,O,O"
one of the primary reasons why i purchased an ipad be to store photographs so that i could show to my customers,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
runs hot i thought we be paying for quality in our decision to buy an apple product,"O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O"
i got the stock screen ,"O,O,BB,B,I"
which be very glossy,"O,O,O,O"
for the not so good,"O,O,O,O,O"
the gray color be a good choice,"BB,B,I,EI,O,O,O"
this be the second computer and brand bought that day,"O,O,O,O,O,O,O,O,O,O"
buy this,"O,O"
very disappointing ,"O,O"
i love this product because it be toshiba and its 156 ,"O,O,O,O,O,O,O,O,O,O,O"
i would like to have volume buttons rather than the adjustment that be on the front,"O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O"
this be my first computer purchase,"O,O,O,O,O,O"
people know what they be talking about and they have pride in the product that they be selling,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the processor a amd semprom at 21 ghz be a bummer it does not have the power for hd or heavy computing,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
would highly recommend this netbook though,"O,O,O,O,O,O"
both for personal and business use,"O,O,O,O,O,O"
i have have several machines over the years,"O,O,O,O,O,O,O,O"
i bought a protector for my key pad and it works great ,"O,O,BB,B,EB,BB,B,I,EI,O,O,O"
excellent innovation,"O,O"
the magnetic plug-in power charging power cord be great i even put it to the test by accident ,"BB,B,I,I,I,I,I,EI,O,O,O,O,O,O,O,O,O,O"
well i got this computer from best buy and i have have nothing but problems i bought the computer with a virus,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it seems they could have updated xp and done without creating vista,"O,O,O,O,O,BB,B,EB,O,O,BB,B"
fast and have great graphics for the money,"O,O,O,BB,B,EB,O,O"
it be easy to use,"O,O,O,BB,B"
i decided i wanted a laptop so i went into the bby store,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i like how the mac os be so simple and easy to use,"O,O,O,BB,B,I,EI,O,O,O,O,BB,B"
and their support be great,"O,BB,B,EB,O"
it would be nice if their products be more reliable to justify the premium,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
while apple saving grace be the fact that they at least stand behind their products,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and i do a lot of work on the internet,"O,O,O,O,O,O,O,O,O,O"
i have never have a virus on my computer,"O,O,O,O,O,O,O,O,O"
in the three years i have have my macbook pro,"O,O,O,O,O,O,O,O,O,O"
but the geek squad camed through and pointed me in the right direction to get it fixed,"O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O"
i be ready to take it back for a refund,"O,O,O,O,O,O,O,O,O,O"
i have have laptops in the past and i thought why not give these small netbooks a try,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it cannot get any better,"O,O,O,O,O"
and the issue of viruses and contaminants-my hp completely quit working within2 years of purchasing it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the issue of overheating-my dell be always overheating and not working properly or simply shutting off,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
with no inexpensive way of fixing it,"O,O,O,O,O,O,O"
all the problems i have have with pc be solved with a mac ,"O,O,O,O,O,O,O,O,O,O,O,O,O"
only good thing be the graphics quality,"O,O,O,O,BB,B,I"
the most common being a corrupted version of appleworks which can render the browser useless,"O,O,O,O,O,O,O,BB,B,EB,O,O,BB,B,EB"
the other lock-up problems be from a myriad of causes,"O,O,O,O,O,O,O,O,O,O"
in short i would never buy a compaq again,"O,O,O,O,O,O,O,O,O"
i love the 15 macbook pro,"O,O,O,O,O,O"
breaks easily,"O,O"
the paint wears off easily due to the keyboard being farther back than usual,"BB,B,EB,O,O,O,O,BB,B,EB,O,O,O,O"
absolutely nothing,"O,O"
no power,"O,O"
that right,"O,O"
i have purchased it from a major electronics store and took it to their service department to find out what the problem was,"O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O"
the store honored their warrenty and made the comment that they do not even recommend the hp brand because of the problems with their warrentys,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
but i be wrong,"O,O,O,O"
no good,"O,O"
i always use a backup hard disk to store important files at all times,"O,O,O,O,BB,B,I,EI,O,O,O,O,O,O"
and now my cd drive be not reading anything,"O,O,BB,B,I,EI,O,O,O"
but when i got my computer back it still be not running right,"O,O,O,O,O,O,O,O,O,O,BB,B,EB"
they paid postage and whatnot,"O,O,O,O,O"
they sent out the box right away for me to send in my computer,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i bought this laptop be the worst laptop i have ever bought,"O,O,O,O,O,O,O,O,O,O,O,O"
but the screen size be not that bad for email and web browsing,"O,BB,B,I,EI,O,O,O,O,O,BB,B,I"
once i removed all the software the laptop loads in 15-20 seconds,"O,O,O,O,EB,B,EB,BB,B,EB,O,O"
on my powerbook g4 i would never use the trackpad i would use an external mouse because i did not like the trackpad,"O,O,O,O,O,O,O,O,BB,B,EB,O,O,BB,B,I,EI,EB,O,O,O,BB,B"
this computer does not do that well with certain games it cannot play some and it becomes too hot while playing games,"O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,BB,B"
obviously one of the most important features of any computer be the human interface,"O,O,O,O,O,BB,B,EB,O,O,O,BB,B,I"
compared to the early 2011 edition i did see inbuilt applications crashing and it prompted me to send the report to apple which i promptly did ,"O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
of course smarty pants fix it now software ,"O,O,O,O,O,O,BB,B"
yeah,O
the body be a bit cheaply made so it will be interesting to see how long it holds up,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the i5 blows my desktop out of the water when it comes to rendering videos,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O"
it so wonderful,"O,O,O"
with a mac you do not have to worry about antivirus software or firewall,"O,O,O,O,O,O,O,O,O,BB,B,I,EI,B"
for the use it be purchased for it be a good laptop,"O,O,O,O,O,O,O,O,O,O,O,O"
great netbook,"O,O"
low price,"BB,B"
am very glad i bought it,"O,O,O,O,O,O"
this macbook be p-e-r-f-e-c-t for me because it does exactly what i need in an easy-to-function way,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
obviously,O
worth the investment and truly a fine piece of equipment,"O,O,O,O,O,O,O,O,O,O"
the apple team also assists you very nicely when choosing which computer be right for you ,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O"
dont buy hp,"O,O,O"
summary ,O
yet i know vista be not the entire issue because my latest purchase be my acer and it also have vista i should have waited the few months to get the next operating system ,"O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,BB,B,I"
i think part of the problem with this computer be vista,"O,O,O,O,O,O,O,O,O,BB,B"
the video chat be the only thing that be iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O"
you will need to upgrade and pay a little more for them,"O,O,O,O,O,O,O,O,O,O,O,O"
it be hard to fix and makes it a hassle to own one,"O,O,O,O,O,O,O,O,O,O,O,O,O"
that whole experience be just ridiculous we sent it in and after they told us that we have to pay 175 to fix it we be like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the 175 and it be fixed,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
macs be designed for the frontal lobe challenged people out there,"O,O,O,O,O,O,O,O,O,O,O"
great feature,"BB,B"
so no cooling pad needed,"O,BB,B,I,EI"
fan vents to the side,"B,EB,O,O,O"
how easy it be to use and most of all how you do not have to worry about viruses,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i love the software,"O,O,BB,B"
the way it takes a short time to load things,"O,O,O,O,O,O,O,O,O,O"
i use my mac all the time,"O,O,O,O,O,O,O"
wasted me at least 8 hours of installation time,"O,O,O,O,O,O,BB,B,I"
and abilitiy,"BB,B"
storage,B
it have far exceeded my expectations for power,"O,O,O,O,O,O,BB,B"
one can search for documents by simply typing a keyword,"O,O,O,O,O,O,O,O,O,O"
rather than parsing tens of file folders for a document,"O,O,O,O,O,O,O,O,O,O"
a great feature be the spotlight search ,"O,BB,B,EB,BB,B,I"
my wireless system would not recognize windows 7 and i could not get online to find out why,"BB,B,I,EI,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O"
i be enjoying it and the quality it provides be great,"O,O,O,O,O,BB,B,EB,O,O,O"
it be the worst laptop ever,"O,O,O,O,O,O"
my macbook pro keeps me going with its long battery life and blazing speed,"O,O,O,O,O,O,O,O,BB,B,I,EI,BB,B"
suffice it to say,"O,O,O,O"
i have never really liked the acer brand in general,"O,O,O,O,O,O,O,O,O,O"
i be not going to lie,"O,O,O,O,O,O"
